"","genus","species"
"2567","ciurus","aestuans]]''"
"2568","ciurus","argentinius]]''"
"2569","ciurus","gilvigularis]]''"
"2570","ciurus","granatensis]]''"
"2571","ciurus","ignitus]]''"
"2572","ciurus","pucheranii]]''"
"2573","ciurus","richmondi]]''"
"2574","ciurus","sanborni]]''"
"2575","ciurus","stramineus]]''"
"2576","ciurus","ingrami]]''"
"2577","ciurus","flammifer]]''"
"2578","ciurus","pyrrhinus]]''"
"2579","ciurus","griseus]]''"
"2580","ciurus","aberti]]''"
"2581","ciurus","alleni]]''"
"2582","ciurus","arizonensis]]''"
"2583","ciurus","aureogaster]]''"
"2584","ciurus","carolinensis]]''"
"2585","ciurus","colliaei]]''"
"2586","ciurus","deppei]]''"
"2587","ciurus","lis]]''"
"2588","ciurus","nayaritensis]]''"
"2589","ciurus","niger]]''"
"2590","ciurus","oculatus]]''"
"2591","ciurus","variegatoides]]''"
"2592","ciurus","vulgaris]]''"
"2593","ciurus","yucatanensis]]''"
"2594","ciurus","anomalus]]''"
"2595","ciurus","igniventris]]''"
"2596","ciurus","spadiceus]]''"
"2597","yntheosciurus","brochus]]''"
"2598","amiasciurus","douglasii]]''"
"2599","amiasciurus","hudsonicus]]''"
"2600","amiasciurus","mearnsi]]''"
"2601","eretes","melanopterus]]''"
"2602","eromys","tephromelas]]''"
"2603","eromys","thomasi]]''"
"2604","elomys","pearsoni]]''"
"2605","iswamoyopterus","biswasi]]''"
"2606","oglaucomys","fimbriatus]]''"
"2607","upetaurus","cinereus]]''"
"2608","laucomys","volans]]''"
"2609","laucomys","sabrinus]]''"
"2610","ylopetes","alboniger]]''"
"2611","ylopetes","baberi]]''"
"2612","ylopetes","bartelsi]]''"
"2613","ylopetes","fimbriatus]]''"
"2614","ylopetes","lepidus]]''"
"2615","ylopetes","nigripes]]''"
"2616","ylopetes","phayrei]]''"
"2617","ylopetes","platyurus]]''"
"2618","ylopetes","sipora]]''"
"2619","ylopetes","spadiceus]]''"
"2620","ylopetes","winstoni]]''"
"2621","omys","horsfieldii]]''"
"2622","omys","sipora]]''"
"2623","etaurillus","emiliae]]''"
"2624","etaurillus","hosei]]''"
"2625","etaurillus","kinlochii]]''"
"2626","etaurista","alborufus]]''"
"2627","etaurista","elegans]]''"
"2628","etaurista","leucogenys]]''"
"2629","etaurista","magnificus]]''"
"2630","etaurista","nobilis]]''"
"2631","etaurista","petaurista]]''"
"2632","etaurista","philippensis]]''"
"2633","etaurista","xanthotis]]''"
"2634","etinomys","crinitus]]''"
"2635","etinomys","fuscocapillus]]''"
"2636","etinomys","genibarbis]]''"
"2637","etinomys","hageni]]''"
"2638","etinomys","lugens]]''"
"2639","etinomys","mindanensis]]''"
"2640","etinomys","sagitta]]''"
"2641","etinomys","setosus]]''"
"2642","etinomys","vordermanni]]''"
"2643","teromys","volans]]''"
"2644","teromys","momonga]]''"
"2645","teromyscus","pulverulentus]]''"
"2646","rogopterus","xanthipes]]''"
"2647","allosciurus","erythraeus]]''"
"2648","allosciurus","quinquestriatus]]''"
"2649","allosciurus","finlaysonii]]''"
"2650","allosciurus","flavimanus]]''"
"2651","allosciurus","caniceps]]''"
"2652","allosciurus","inornatus]]''"
"2653","allosciurus","pygerythrus]]''"
"2654","allosciurus","phayrei]]''"
"2655","allosciurus","prevostii]]''"
"2656","allosciurus","baluensis]]''"
"2657","allosciurus","notatus]]''"
"2658","allosciurus","nigrovittatus]]''"
"2659","allosciurus","adamsi]]''"
"2660","allosciurus","melanogaster]]''"
"2661","allosciurus","orestes]]''"
"2662","allosciurus","albescens]]''"
"2663","remomys","everetti]]''"
"2664","remomys","gularis]]''"
"2665","remomys","lokriah]]''"
"2666","remomys","pernyi]]''"
"2667","remomys","pyrrhomerus]]''"
"2668","remomys","rufigenis]]''"
"2669","xilisciurus","concinnus]]''"
"2670","xilisciurus","exilis]]''"
"2671","xilisciurus","whiteheadi]]''"
"2672","unambulus","layardi]]''"
"2673","unambulus","palmarum]]''"
"2674","unambulus","pennantii]]''"
"2675","unambulus","sublineatus]]''"
"2676","unambulus","tristriatus]]''"
"2677","lyphotes","simus]]''"
"2678","yosciurus","heinrichi]]''"
"2679","yosciurus","ileile]]''"
"2680","ariscus","hosei]]''"
"2681","ariscus","insignis]]''"
"2682","ariscus","niobe]]''"
"2683","ariscus","obscurus]]''"
"2684","enetes","berdmorei]]''"
"2685","annosciurus","melanotis]]''"
"2686","rosciurillus","abstrusus]]''"
"2687","rosciurillus","leucomus]]''"
"2688","rosciurillus","murinus]]''"
"2689","rosciurillus","rosenbergii]]''"
"2690","rosciurillus","weberi]]''"
"2691","hinosciurus","laticaudatus]]''"
"2692","ubrisciurus","rubriventer]]''"
"2693","undasciurus","brookei]]''"
"2694","undasciurus","davensis]]''"
"2695","undasciurus","fraterculus]]''"
"2696","undasciurus","hippurus]]''"
"2697","undasciurus","hoogstraali]]''"
"2698","undasciurus","jentinki]]''"
"2699","undasciurus","juvencus]]''"
"2700","undasciurus","lowii]]''"
"2701","undasciurus","mindanensis]]''"
"2702","undasciurus","moellendorffi]]''"
"2703","undasciurus","philippinensis]]''"
"2704","undasciurus","rabori]]''"
"2705","undasciurus","samarensis]]''"
"2706","undasciurus","steerii]]''"
"2707","undasciurus","tenuis]]''"
"2708","amiops","macclellandii]]''"
"2709","amiops","maritimus]]''"
"2710","amiops","rodolpheii]]''"
"2711","amiops","swinhoei]]''"
"2712","tlantoxerus","getulus]]''"
"2713","permophilopsis","leptodactylus]]''"
"2714","erus","erythropus]]''"
"2715","erus","inauris]]''"
"2716","erus","princeps]]''"
"2717","erus","rutilus]]''"
"2718","pixerus","ebii]]''"
"2719","pixerus","wilsoni]]''"
"2720","unisciurus","anerythrus]]''"
"2721","unisciurus","bayonii]]''"
"2722","unisciurus","carruthersi]]''"
"2723","unisciurus","congicus]]''"
"2724","unisciurus","isabella]]''"
"2725","unisciurus","lemniscatus]]''"
"2726","unisciurus","leucogenys]]''"
"2727","unisciurus","pyrropus]]''"
"2728","unisciurus","substriatus]]''"
"2729","eliosciurus","gambianus]]''"
"2730","eliosciurus","mutabilis]]''"
"2731","eliosciurus","rufobrachium]]''"
"2732","eliosciurus","ruwenzorii]]''"
"2733","eliosciurus","undulatus]]''"
"2734","yosciurus","pumilio]]''"
"2735","araxerus","alexandri]]''"
"2736","araxerus","boehmi]]''"
"2737","araxerus","cepapi]]''"
"2738","araxerus","cooperi]]''"
"2739","araxerus","flavovittis]]''"
"2740","araxerus","lucifer]]''"
"2741","araxerus","ochraceus]]''"
"2742","araxerus","palliatus]]''"
"2743","araxerus","poensis]]''"
"2744","araxerus","vexillarius]]''"
"2745","araxerus","vincenti]]''"
"2746","rotoxerus","aubinnii]]''"
"2747","rotoxerus","stangeri]]''"
"2748","mmospermophilus","harrisii]]''"
"2749","mmospermophilus","nelsoni]]''"
"2750","mmospermophilus","leucurus]]''"
"2751","mmospermophilus","interpres]]''"
"2752","mmospermophilus","insularis]]''"
"2753","ynomys","gunnisoni]]''"
"2754","ynomys","leucurus]]''"
"2755","ynomys","ludovicianus]]''"
"2756","ynomys","mexicanus]]''"
"2757","ynomys","parvidens]]''"
"2758","armota","baibacina]]''"
"2759","armota","bobak]]''"
"2760","armota","broweri]]''"
"2761","armota","caligata]]''"
"2762","armota","camtschatica]]''"
"2763","armota","caudata]]''"
"2764","armota","flaviventris]]''"
"2765","armota","himalayana]]''"
"2766","armota","marmota]]''"
"2767","armota","menzbieri]]''"
"2768","armota","monax]]''"
"2769","armota","olympus]]''"
"2770","armota","sibirica]]''"
"2771","armota","vancouverensis]]''"
"2772","ciurotamias","davidianus]]''"
"2773","ciurotamias","forresti]]''"
"2774","permophilus","adocetus]]''"
"2775","permophilus","alashanicus]]''"
"2776","permophilus","annulatus]]''"
"2777","permophilus","armatus]]''"
"2778","permophilus","atricapillus]]''"
"2779","permophilus","beecheyi]]''"
"2780","permophilus","beldingi]]''"
"2781","permophilus","brunneus]]''"
"2782","permophilus","canus]]''"
"2783","permophilus","citellus]]''"
"2784","permophilus","columbianus]]''"
"2785","permophilus","dauricus]]''"
"2786","permophilus","elegans]]''"
"2787","permophilus","erythrogenys]]''"
"2788","permophilus","franklinii]]''"
"2789","permophilus","fulvus]]''"
"2790","permophilus","lateralis]]''"
"2791","permophilus","madrensis]]''"
"2792","permophilus","major]]''"
"2793","permophilus","mexicanus]]''"
"2794","permophilus","mohavensis]]''"
"2795","permophilus","mollis]]''"
"2796","permophilus","musicus]]''"
"2797","permophilus","parryii]]''"
"2798","permophilus","perotensis]]''"
"2799","permophilus","pygmaeus]]''"
"2800","permophilus","relictus]]''"
"2801","permophilus","richardsonii]]''"
"2802","permophilus","saturatus]]''"
"2803","permophilus","spilosoma]]''"
"2804","permophilus","suslicus]]''"
"2805","permophilus","tereticaudus]]''"
"2806","permophilus","townsendii]]''"
"2807","permophilus","tridecemlineatus]]''"
"2808","permophilus","undulatus]]''"
"2809","permophilus","variegatus]]''"
"2810","permophilus","washingtoni]]''"
"2811","permophilus","xanthoprymnus]]''"
"2812","amias","alpinus]]''"
"2813","amias","amoenus]]''"
"2814","amias","bulleri]]''"
"2815","amias","canipes]]''"
"2816","amias","cinereicollis]]''"
"2817","amias","dorsalis]]''"
"2818","amias","durangae]]''"
"2819","amias","merriami]]''"
"2820","amias","minimus]]''"
"2821","amias","obscurus]]''"
"2822","amias","ochrogenys]]''"
"2823","amias","palmeri]]''"
"2824","amias","panamintinus]]''"
"2825","amias","quadrimaculatus]]''"
"2826","amias","quadrivittatus]]''"
"2827","amias","ruficaudus]]''"
"2828","amias","rufus]]''"
"2829","amias","senex]]''"
"2830","amias","sibiricus]]''"
"2831","amias","siskiyou]]''"
"2832","amias","sonomae]]''"
"2833","amias","speciosus]]''"
"2834","amias","striatus]]''"
"2835","amias","townsendii]]''"
"2836","amias","umbrinus]]''"
"2837","raphiurus","angolensis]]''"
"2838","raphiurus","christyi]]''"
"2839","raphiurus","crassicaudatus]]''"
"2840","raphiurus","johnstoni]]''"
"2841","raphiurus","kelleni]]''"
"2842","raphiurus","lorraineus]]''"
"2843","raphiurus","microtis]]''"
"2844","raphiurus","monardi]]''"
"2845","raphiurus","murinus]]''"
"2846","raphiurus","nagtglasii]]''"
"2847","raphiurus","ocularis]]''"
"2848","raphiurus","platyops]]''"
"2849","raphiurus","rupicola]]''"
"2850","raphiurus","surdus]]''"
"2851","haetocauda","sichuanensis]]''"
"2852","ryomys","laniger]]''"
"2853","ryomys","niethammeri]]''"
"2854","ryomys","nitedula]]''"
"2855","liomys","melanurus]]''"
"2856","liomys","munbyanus]]''"
"2857","liomys","quercinus]]''"
"2858","uscardinus","avellanarius]]''"
"2859","yomimus","personatus]]''"
"2860","yomimus","roachi]]''"
"2861","yomimus","setzeri]]''"
"2862","elevinia","betpakdalaensis]]''"
"2863","lirulus","japonicus]]''"
"2864","lis","glis]]''"
"2865","astor","canadensis]]''"
"2866","astor","fiber]]''"
"2867","eomys","arenarius]]''"
"2868","eomys","attwateri]]''"
"2869","eomys","breviceps]]''"
"2870","eomys","bursarius]]''"
"2871","eomys","knoxjonesi]]''"
"2872","eomys","personatus]]''"
"2873","eomys","pinetis]]''"
"2874","eomys","texensis]]''"
"2875","eomys","tropicalis]]''"
"2876","rthogeomys","cavator]]''"
"2877","rthogeomys","cherriei]]''"
"2878","rthogeomys","cuniculus]]''"
"2879","rthogeomys","dariensis]]''"
"2880","rthogeomys","grandis]]''"
"2881","rthogeomys","heterodus]]''"
"2882","rthogeomys","hispidus]]''"
"2883","rthogeomys","lanius]]''"
"2884","rthogeomys","matagalpae]]''"
"2885","rthogeomys","thaeleri]]''"
"2886","rthogeomys","underwoodi]]''"
"2887","appogeomys","alcorni]]''"
"2888","appogeomys","bulleri]]''"
"2889","homomys","clusius]]''"
"2890","homomys","idahoensis]]''"
"2891","homomys","mazama]]''"
"2892","homomys","monticola]]''"
"2893","homomys","talpoides]]''"
"2894","homomys","bottae]]''"
"2895","homomys","bulbivorus]]''"
"2896","homomys","townsendii]]''"
"2897","homomys","umbrinus]]''"
"2898","ygogeomys","trichopus]]''"
"2899","ipodomys","agilis]]''"
"2900","ipodomys","californicus]]''"
"2901","ipodomys","compactus]]''"
"2902","ipodomys","deserti]]''"
"2903","ipodomys","elator]]''"
"2904","ipodomys","elephantinus]]''"
"2905","ipodomys","gravipes]]''"
"2906","ipodomys","heermanni]]''"
"2907","ipodomys","ingens]]''"
"2908","ipodomys","insularis]]''"
"2909","ipodomys","margaritae]]''"
"2910","ipodomys","merriami]]''"
"2911","ipodomys","microps]]''"
"2912","ipodomys","nelsoni]]''"
"2913","ipodomys","nitratoides]]''"
"2914","ipodomys","ordii]]''"
"2915","ipodomys","panamintinus]]''"
"2916","ipodomys","phillipsii]]''"
"2917","ipodomys","spectabilis]]''"
"2918","ipodomys","stephensi]]''"
"2919","ipodomys","venustus]]''"
"2920","icrodipodops","pallidus]]''"
"2921","icrodipodops","megacephalus]]''"
"2922","eteromys","anomalus]]''"
"2923","eteromys","australis]]''"
"2924","eteromys","desmarestianus]]''"
"2925","eteromys","gaumeri]]''"
"2926","eteromys","nelsoni]]''"
"2927","eteromys","oasicus]]''"
"2928","eteromys","oresterus]]''"
"2929","eteromys","teleus]]''"
"2930","iomys","adspersus]]''"
"2931","iomys","irroratus]]''"
"2932","iomys","pictus]]''"
"2933","iomys","salvini]]''"
"2934","iomys","spectabilis]]''"
"2935","haetodipus","arenarius]]''"
"2936","haetodipus","artus]]''"
"2937","haetodipus","baileyi]]''"
"2938","haetodipus","californicus]]''"
"2939","haetodipus","dalquesti]]''"
"2940","haetodipus","eremicus]]''"
"2941","haetodipus","fallax]]''"
"2942","haetodipus","formosus]]''"
"2943","haetodipus","goldmani]]''"
"2944","haetodipus","hispidus]]''"
"2945","haetodipus","intermedius]]''"
"2946","haetodipus","lineatus]]''"
"2947","haetodipus","nelsoni]]''"
"2948","haetodipus","penicillatus]]''"
"2949","haetodipus","pernix]]''"
"2950","haetodipus","rudinoris]]''"
"2951","haetodipus","spinatus]]''"
"2952","erognathus","alticola]]''"
"2953","erognathus","amplus]]''"
"2954","erognathus","fasciatus]]''"
"2955","erognathus","flavescens]]''"
"2956","erognathus","flavus]]''"
"2957","erognathus","inornatus]]''"
"2958","erognathus","longimembris]]''"
"2959","erognathus","merriami]]''"
"2960","erognathus","parvus]]''"
"2961","llactaga","balikunica]]''"
"2962","llactaga","bullata]]''"
"2963","llactaga","elater]]''"
"2964","llactaga","euphratica]]''"
"2965","llactaga","firouzi]]''"
"2966","llactaga","hotsoni]]''"
"2967","llactaga","major]]''"
"2968","llactaga","severtzovi]]''"
"2969","llactaga","sibirica]]''"
"2970","llactaga","tetradactyla]]''"
"2971","llactaga","vinogradovi]]''"
"2972","llactodipus","bobrinskii]]''"
"2973","ygeretmus","platyurus]]''"
"2974","ygeretmus","pumilo]]''"
"2975","ygeretmus","shitkovi]]''"
"2976","ardiocranius","paradoxus]]''"
"2977","alpingotulus","michaelis]]''"
"2978","alpingotus","crassicauda]]''"
"2979","alpingotus","heptneri]]''"
"2980","alpingotus","pallidus]]''"
"2981","alpingotus","thomasi]]''"
"2982","alpingotus","kozlovi]]''"
"2983","ipus","sagitta]]''"
"2984","remodipus","lichtensteini]]''"
"2985","aculus","blanfordi]]''"
"2986","aculus","jaculus]]''"
"2987","aculus","orientalis]]''"
"2988","aculus","turcmenicus]]''"
"2989","aradipus","ctenodactylus]]''"
"2990","tylodipus","andrewsi]]''"
"2991","tylodipus","sungorus]]''"
"2992","tylodipus","telum]]''"
"2993","uchoreutes","naso]]''"
"2994","icista","armenica]]''"
"2995","icista","betulina]]''"
"2996","icista","caucasica]]''"
"2997","icista","caudata]]''"
"2998","icista","concolor]]''"
"2999","icista","kazbegica]]''"
"3000","icista","kluchorica]]''"
"3001","icista","napaea]]''"
"3002","icista","pseudonapaea]]''"
"3003","icista","severtzovi]]''"
"3004","icista","strandi]]''"
"3005","icista","subtilis]]''"
"3006","icista","tianshanica]]''"
"3007","ozapus","setchuanus]]''"
"3008","apaeozapus","insignis]]''"
"3009","apus","hudsonius]]''"
"3010","apus","princeps]]''"
"3011","apus","trinotatus]]''"
"3012","latacanthomys","lasiurus]]''"
"3013","yphlomys","cinereus]]''"
"3014","ospalax","fontanierii]]''"
"3015","ospalax","rothschildi]]''"
"3016","ospalax","smithii]]''"
"3017","yospalax","aspalax]]''"
"3018","yospalax","epsilanus]]''"
"3019","yospalax","myospalax]]''"
"3020","yospalax","psilurus]]''"
"3021","annomys","badius]]''"
"3022","hizomys","pruinosus]]''"
"3023","hizomys","sinensis]]''"
"3024","hizomys","sumatrensis]]''"
"3025","achyoryctes","ankoliae]]''"
"3026","achyoryctes","annectens]]''"
"3027","achyoryctes","audax]]''"
"3028","achyoryctes","daemon]]''"
"3029","achyoryctes","ibeanus]]''"
"3030","achyoryctes","macrocephalus]]''"
"3031","achyoryctes","naivashae]]''"
"3032","achyoryctes","rex]]''"
"3033","achyoryctes","ruandae]]''"
"3034","achyoryctes","ruddi]]''"
"3035","achyoryctes","spalacinus]]''"
"3036","achyoryctes","splendens]]''"
"3037","achyoryctes","storeyi]]''"
"3038","palax","arenarius]]''"
"3039","palax","carmeli]]''"
"3040","palax","ehrenbergi]]''"
"3041","palax","galili]]''"
"3042","palax","giganteus]]''"
"3043","palax","golani]]''"
"3044","palax","graecus]]''"
"3045","palax","judaei]]''"
"3046","palax","leucodon]]''"
"3047","palax","microphthalmus]]''"
"3048","palax","nehringi]]''"
"3049","palax","uralensis]]''"
"3050","palax","zemni]]''"
"3051","alomyscus","bailwardi]]''"
"3052","alomyscus","baluchi]]''"
"3053","alomyscus","firiusaensis]]''"
"3054","alomyscus","hotsoni]]''"
"3055","alomyscus","mystax]]''"
"3056","alomyscus","tsolovi]]''"
"3057","alomyscus","urartensis]]''"
"3058","etromyscus","barbouri]]''"
"3059","etromyscus","collinus]]''"
"3060","etromyscus","monticularis]]''"
"3061","etromyscus","shortridgei]]''"
"3062","elanymys","brooksi]]''"
"3063","endromus","insignis]]''"
"3064","endromus","kahuziensis]]''"
"3065","endromus","kivu]]''"
"3066","endromus","lovati]]''"
"3067","endromus","melanotis]]''"
"3068","endromus","mesomelas]]''"
"3069","endromus","messorius]]''"
"3070","endromus","mystacalis]]''"
"3071","endromus","nyikae]]''"
"3072","endromus","oreas]]''"
"3073","endromus","vernayi]]''"
"3074","endroprionomys","rousseloti]]''"
"3075","alacothrix","typica]]''"
"3076","egadendromus","nikolausi]]''"
"3077","rionomys","batesi]]''"
"3078","teatomys","bocagei]]''"
"3079","teatomys","caurinus]]''"
"3080","teatomys","cuppedius]]''"
"3081","teatomys","jacksoni]]''"
"3082","teatomys","krebsii]]''"
"3083","teatomys","opimus]]''"
"3084","teatomys","parvus]]''"
"3085","teatomys","pratensis]]''"
"3086","ystromys","albicaudatus]]''"
"3087","eamys","hindei]]''"
"3088","eamys","major]]''"
"3089","ricetomys","ansorgei]]''"
"3090","ricetomys","emini]]''"
"3091","ricetomys","gambianus]]''"
"3092","ricetomys","kivuensis]]''"
"3093","accostomus","campestris]]''"
"3094","accostomus","mearnsi]]''"
"3095","rachytarsomys","albicauda]]''"
"3096","rachytarsomys","villosa]]''"
"3097","rachyuromys","betsileoensis]]''"
"3098","rachyuromys","ramirohitra]]''"
"3099","liurus","antsingy]]''"
"3100","liurus","ellermani]]''"
"3101","liurus","grandidieri]]''"
"3102","liurus","majori]]''"
"3103","liurus","minor]]''"
"3104","liurus","myoxinus]]''"
"3105","liurus","penicillatus]]''"
"3106","liurus","petteri]]''"
"3107","liurus","tanala]]''"
"3108","liurus","webbi]]''"
"3109","ymnuromys","roberti]]''"
"3110","ypogeomys","antimena]]''"
"3111","acrotarsomys","bastardi]]''"
"3112","acrotarsomys","ingens]]''"
"3113","onticolomys","koopmani]]''"
"3114","esomys","audeberti]]''"
"3115","esomys","lambertoni]]''"
"3116","esomys","rufus]]''"
"3117","oalavo","gymnocaudus]]''"
"3118","ophiomys","imhausi]]''"
"3119","llocricetulus","curtatus]]''"
"3120","llocricetulus","eversmanni]]''"
"3121","ansumys","canus]]''"
"3122","ricetulus","alticola]]''"
"3123","ricetulus","barabensis]]''"
"3124","ricetulus","griseus]]''"
"3125","ricetulus","kamensis]]''"
"3126","ricetulus","longicaudatus]]''"
"3127","ricetulus","migratorius]]''"
"3128","ricetulus","sokolovi]]''"
"3129","ricetus","cricetus]]''"
"3130","esocricetus","auratus]]''"
"3131","esocricetus","brandti]]''"
"3132","esocricetus","newtoni]]''"
"3133","esocricetus","raddei]]''"
"3134","hodopus","campbelli]]''"
"3135","hodopus","roborovski]]''"
"3136","hodopus","sungorus]]''"
"3137","scherskia","triton]]''"
"3138","lticola","albicaudus]]''"
"3139","lticola","argentatus]]''"
"3140","lticola","barakshin]]''"
"3141","lticola","lemminus]]''"
"3142","lticola","macrotis]]''"
"3143","lticola","montosa]]''"
"3144","lticola","olchonensis]]''"
"3145","lticola","roylei]]''"
"3146","lticola","semicanus]]''"
"3147","lticola","stoliczkanus]]''"
"3148","lticola","strelzowi]]''"
"3149","lticola","tuvinicus]]''"
"3150","rborimus","albipes]]''"
"3151","rborimus","longicaudus]]''"
"3152","rborimus","pomo]]''"
"3153","rvicola","amphibus]]''"
"3154","rvicola","sapidus]]''"
"3155","rvicola","scherman]]''"
"3156","lanfordimys","afghanus]]''"
"3157","lanfordimys","bucharensis]]''"
"3158","aryomys","eva]]''"
"3159","aryomys","inez]]''"
"3160","hionomys","gud]]''"
"3161","hionomys","nivalis]]''"
"3162","hionomys","roberti]]''"
"3163","icrostonyx","exsul]]''"
"3164","icrostonyx","groenlandicus]]''"
"3165","icrostonyx","hudsonius]]''"
"3166","icrostonyx","kilangmiutak]]''"
"3167","icrostonyx","nelsoni]]''"
"3168","icrostonyx","nunatakensis]]''"
"3169","icrostonyx","richardsoni]]''"
"3170","icrostonyx","rubricatus]]''"
"3171","icrostonyx","torquatus]]''"
"3172","icrostonyx","unalascensis]]''"
"3173","icrostonyx","vinogradovi]]''"
"3174","inaromys","bogdanovi]]''"
"3175","llobius","alaicus]]''"
"3176","llobius","fuscocapillus]]''"
"3177","llobius","lutescens]]''"
"3178","llobius","talpinus]]''"
"3179","llobius","tancrei]]''"
"3180","olagurus","luteus]]''"
"3181","olagurus","przewalskii]]''"
"3182","othenomys","cachinus]]''"
"3183","othenomys","chinensis]]''"
"3184","othenomys","custos]]''"
"3185","othenomys","melanogaster]]''"
"3186","othenomys","miletus]]''"
"3187","othenomys","olitor]]''"
"3188","othenomys","proditor]]''"
"3189","othenomys","wardi]]''"
"3190","yperacrius","fertilis]]''"
"3191","yperacrius","wynnei]]''"
"3192","agurus","lagurus]]''"
"3193","asiopodomys","brandtii]]''"
"3194","asiopodomys","fuscus]]''"
"3195","asiopodomys","mandarinus]]''"
"3196","emmiscus","curtatus]]''"
"3197","emmus","amurensis]]''"
"3198","emmus","lemmus]]''"
"3199","emmus","sibiricus]]''"
"3200","emmus","trimucronatus]]''"
"3201","icrotus","abbreviatus]]''"
"3202","icrotus","agrestis]]''"
"3203","icrotus","arvalis]]''"
"3204","icrotus","bavaricus]]''"
"3205","icrotus","breweri]]''"
"3206","icrotus","cabrerae]]''"
"3207","icrotus","californicus]]''"
"3208","icrotus","canicaudus]]''"
"3209","icrotus","chrotorrhinus]]''"
"3210","icrotus","daghestanicus]]''"
"3211","icrotus","duodecimcostatus]]''"
"3212","icrotus","evoronensis]]''"
"3213","icrotus","felteni]]''"
"3214","icrotus","fortis]]''"
"3215","icrotus","gerbei]]''"
"3216","icrotus","gregalis]]''"
"3217","icrotus","guatemalensis]]''"
"3218","icrotus","guentheri]]''"
"3219","icrotus","hyperboreus]]''"
"3220","icrotus","irani]]''"
"3221","icrotus","irene]]''"
"3222","icrotus","juldaschi]]''"
"3223","icrotus","kermanensis]]''"
"3224","icrotus","kirgisorum]]''"
"3225","icrotus","leucurus]]''"
"3226","icrotus","limnophilus]]''"
"3227","icrotus","longicaudus]]''"
"3228","icrotus","lusitanicus]]''"
"3229","icrotus","majori]]''"
"3230","icrotus","maximowiczii]]''"
"3231","icrotus","mexicanus]]''"
"3232","icrotus","middendorffi]]''"
"3233","icrotus","miurus]]''"
"3234","icrotus","mongolicus]]''"
"3235","icrotus","montanus]]''"
"3236","icrotus","montebelli]]''"
"3237","icrotus","mujanensis]]''"
"3238","icrotus","multiplex]]''"
"3239","icrotus","nasarovi]]''"
"3240","icrotus","oaxacensis]]''"
"3241","icrotus","obscurus]]''"
"3242","icrotus","ochrogaster]]''"
"3243","icrotus","oeconomus]]''"
"3244","icrotus","oregoni]]''"
"3245","icrotus","pennsylvanicus]]''"
"3246","icrotus","pinetorum]]''"
"3247","icrotus","quasiater]]''"
"3248","icrotus","richardsoni]]''"
"3249","icrotus","rossiaemeridionalis]]''"
"3250","icrotus","savii]]''"
"3251","icrotus","schelkovnikovi]]''"
"3252","icrotus","sikimensis]]''"
"3253","icrotus","socialis]]''"
"3254","icrotus","subterraneus]]''"
"3255","icrotus","tatricus]]''"
"3256","icrotus","thomasi]]''"
"3257","icrotus","townsendii]]''"
"3258","icrotus","transcaspicus]]''"
"3259","icrotus","umbrosus]]''"
"3260","icrotus","xanthognathus]]''"
"3261","yodes","californicus]]''"
"3262","yodes","centralis]]''"
"3263","yodes","gapperi]]''"
"3264","yodes","glareolus]]''"
"3265","yodes","rufocanus]]''"
"3266","yodes","rutilus]]''"
"3267","yodes","sikotanensis]]''"
"3268","yopus","schisticolor]]''"
"3269","eodon","forresti]]''"
"3270","eodon","irene]]''"
"3271","eodon","juldaschi]]''"
"3272","eodon","sikimensis]]''"
"3273","eofiber","alleni]]''"
"3274","ndatra","zibethicus]]''"
"3275","haiomys","leucurus]]''"
"3276","henacomys","intermedius]]''"
"3277","henacomys","ungava]]''"
"3278","roedromys","bedfordi]]''"
"3279","rometheomys","schaposchnikowi]]''"
"3280","ynaptomys","borealis]]''"
"3281","ynaptomys","cooperi]]''"
"3282","olemys","millicens]]''"
"3283","olemys","musseri]]''"
"3284","yctomys","sumichrasti]]''"
"3285","tonyctomys","hatti]]''"
"3286","totylomys","phyllotis]]''"
"3287","ylomys","bullaris]]''"
"3288","ylomys","fulviventer]]''"
"3289","ylomys","mirae]]''"
"3290","ylomys","nudicaudus]]''"
"3291","ylomys","panamensis]]''"
"3292","ylomys","tumbalensis]]''"
"3293","ylomys","watsoni]]''"
"3294","aiomys","musculus]]''"
"3295","aiomys","taylori]]''"
"3296","abromys","chinanteco]]''"
"3297","abromys","delicatulus]]''"
"3298","abromys","ixtlani]]''"
"3299","abromys","lepturus]]''"
"3300","abromys","lophurus]]''"
"3301","abromys","simulatus]]''"
"3302","odomys","alleni]]''"
"3303","sthmomys","flavidus]]''"
"3304","sthmomys","pirrensis]]''"
"3305","egadontomys","cryophilus]]''"
"3306","egadontomys","nelsoni]]''"
"3307","egadontomys","thomasi]]''"
"3308","elsonia","goldmani]]''"
"3309","elsonia","neotomodon]]''"
"3310","eotoma","albigula]]''"
"3311","eotoma","angustapalata]]''"
"3312","eotoma","anthonyi]]''"
"3313","eotoma","bryanti]]''"
"3314","eotoma","bunkeri]]''"
"3315","eotoma","chrysomelas]]''"
"3316","eotoma","devia]]''"
"3317","eotoma","floridana]]''"
"3318","eotoma","floridana"
"3319","eotoma","goldmani]]''"
"3320","eotoma","lepida]]''"
"3321","eotoma","magister]]''"
"3322","eotoma","martinensis]]''"
"3323","eotoma","mexicana]]''"
"3324","eotoma","micropus]]''"
"3325","eotoma","nelsoni]]''"
"3326","eotoma","palatina]]''"
"3327","eotoma","stephensi]]''"
"3328","eotoma","varia]]''"
"3329","eotoma","phenax]]''"
